domain,direction,sentence_type_fine,source_id,source_doc,source_text,ref,chatgpt,gemini,google_translate,microsoft_translate,notes,bleu__chatgpt,bleu__gemini,bleu__google_translate,bleu__microsoft_translate,chrf__chatgpt,chrf__gemini,chrf__google_translate,chrf__microsoft_translate,meteor__chatgpt,meteor__gemini,meteor__google_translate,meteor__microsoft_translate,len_ratio__chatgpt,len_ratio__gemini,len_ratio__google_translate,len_ratio__microsoft_translate,edit_dist__chatgpt,edit_dist__gemini,edit_dist__google_translate,edit_dist__microsoft_translate,exact_match__chatgpt,exact_match__gemini,exact_match__google_translate,exact_match__microsoft_translate,ter__chatgpt,ter__gemini,ter__google_translate,ter__microsoft_translate,bertscore_f1__chatgpt,bertscore_f1__gemini,bertscore_f1__google_translate,bertscore_f1__microsoft_translate,comet__chatgpt,comet__gemini,comet__google_translate,comet__microsoft_translate,bleurt__chatgpt,bleurt__gemini,bleurt__google_translate,bleurt__microsoft_translate
bible,en->fj,statement,bible|genesis|042|003,bible_genesis_verse__en2fj.csv,and joseph's ten brethren went down to buy corn in egypt.,"o iratou na lewe tini na taci joseva, e ratou sa lako sobu i ijipita me voli sila.",e na nona nona o joseph e gole yani ki te iʻa e iukara.,Kei na tinikaiveitacini nei Josaia a lako sobu me volia na sila mai Ijipita.,a ra sa lako sobu ki Ijipita ko iratou na tuakai Josefa e tini me voli sila.,Eratou sa lako sobu na lewe tini na taci Josefa me ratou voli sila mai Ijipita.,,0.014126508859988748,0.031047672058854506,0.11107194766702032,0.31708476589333057,0.13053571540928924,0.415064579786601,0.5585754206351585,0.7453313714495478,0.08522727272727273,0.2724953617810761,0.535343275312803,0.6944352104248388,0.7777777777777778,0.7777777777777778,0.9444444444444444,0.8888888888888888,51.0,51.0,43.0,41.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
bible,en->fj,statement,bible|genesis|046|006,bible_genesis_verse__en2fj.csv,"and they took their cattle, and their goods, which they had gotten in the land of canaan, and came into egypt, jacob, and all his seed with him:","era sa kauta na nodra manumanu kei na nodra i yaya, era sa rawata ena vanua o kenani, ka lako sobu ki ijipita, o jekope kei ira kecega na nona kawa.","era raua na ta'eta'ika, kei na nodra iyau, e dau rawata na nodra i yaya ena vanua i Kena'ani, ka lako mai Eperu, o Jakopo, kei na nona tamata taucoko.","ka ra kauta na nodra manumanu kei na nodra iyau, era a rawata mai na vanua o Kenani, ka ra lako ki Ijipita, o Jekope kei na nona kawa taucoko vata kei koya.","a ra sa kauta na nodra manumanu, kei na nodra i yau era sa rawata mai na vanua ko Kenani, a ra sa lako ki Ijipita, ko Jekope kei ira kecega na nona kawa.","Era sa kauta na nodra bulumakau kei na nodra iyau, ka ra a taukena mai na vanua ko Kenani, ka lako ki Ijipita, ko Jekope, kei ira kece na nona kawa:",,0.15264349314421854,0.4010647098390376,0.46722357333009323,0.26349088821718425,0.46613017956741126,0.7108207847419206,0.7661604109790437,0.6440606583889338,0.45341037614360424,0.6323837147700785,0.690672701455449,0.5754838709677419,0.967741935483871,1.064516129032258,1.096774193548387,1.0,74.0,43.0,21.0,32.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
bible,en->fj,statement,bible|genesis|007|024,bible_genesis_verse__en2fj.csv,and the waters prevailed upon the earth an hundred and fifty days.,sa tiko ga na wai e vuravura me dua na drau limasagavulu na siga.,na na veivakaduata e na vanua e rui na ono narokai.,Kei na wai sa tiko e vuravura me dua na drau ka limasagavulu na siga.,a sa luvuci vuravura na wai me dua na drau ka limasagavulu na siga.,a sa liwa na wai e vuravura me dua na drau limasagavulu na siga.,,0.02029503257951504,0.4810977290978808,0.30130404892785684,0.7744031410142033,0.15839906883635493,0.7978444613451884,0.6934329329952758,0.8748365196159438,0.145985401459854,0.9085568005371606,0.7488193624557261,0.8551587301587302,0.7857142857142857,1.0714285714285714,1.0,1.0,43.0,17.0,24.0,7.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
bible,en->fj,statement,bible|genesis|001|009,bible_genesis_verse__en2fj.csv,"and god said, let the waters under the heaven be gathered together unto one place, and let the dry land appear: and it was so.","na kalou sa tukuna, ""na wai kece ena ruku i lomalagi, me vakasoqoni kece ena dua na vanua, ka me basika mai na vanua mamaca; "" sa yaco me vakakina.","odalai koto, me ke tikaga ni bui koto e dua na, ka me caka na lomalagi e ra, a mei caka.","Ka sa kaya ko Kalou, Me soqoni vata na wai e ruku i lomalagi ki na dua na tikina, ka me rairai mai na vanua mamaca: a sa yaco vaka kina.","a sa kaya na kalou, Me soqoni vata na wai e ruku i lomalagi ki na dua na yasana, me rairai mai kina na vanua mamaca: a sa vakakina.","A sa kaya na Kalou, Me soqoni vata na wai e rukui lomalagi ki na dua na yasana, me rairai kina na vanua mamaca: a sa vakakina.",,0.02146681644890982,0.16144314037632196,0.08154115332406375,0.060321657105658566,0.22453935141539194,0.5054005027937694,0.4754566138404908,0.47358085555835155,0.17006802721088435,0.56872082874815,0.5037782034908471,0.3875,0.7241379310344828,1.0689655172413792,1.0,0.9310344827586207,91.0,65.0,74.0,74.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
bible,en->fj,statement,bible|genesis|045|003,bible_genesis_verse__en2fj.csv,"and joseph said unto his brethren, i am joseph; doth my father yet live? and his brethren could not answer him; for they were troubled at his presence.","sa tukuna o joseva vei ira na tacina, ""o au o joseva, e se bula tiko o tamaqu? "" era sa sega ni sauma rawa na tacina, ni ra sa kidacala e matana.","ka'u nei o Jozef ki na tickakai, e au o Jozef; e se mai na noqu matua? ka sa le mafai na tickakai e folafola mai ki a ia; no ni sa faigata i latou i tana tona.","A sa kaya ko Josefa vei iratou na tuakana, Oi au ko Josefa; sa bula tiko beka ga ko tamaqu? A ra sega ni sauma rawa vua na tuakana; ni ra sa domobula ena nona rairai.","a sa kaya ko Josefa vei iratou na tuakana, Koi au ko Josefa; sa bula tiko li ko tamaqu? a sa sega ni sauma rawa vua na tuakana; ni ra sa taqaya e na matana.","A sa kaya ko Josefa vei iratou na tuakana, Koi au ko Josefa; Se bula tiko li o Tamaqu? ka ratou sa sega ni sauma rawa na nona itokani; ni ra sa lomaleqataka na nona iserau.",,0.018772266185346033,0.11946956198554656,0.16829158981319012,0.21879903490242977,0.24681861217138537,0.4479043965360088,0.4864440020400426,0.47666251342535715,0.21066774831415094,0.43354552469135804,0.49368382830715135,0.5208333333333334,1.1875,1.125,1.09375,1.125,94.0,60.0,46.0,60.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
bible,en->fj,statement,bible|genesis|044|008,bible_genesis_verse__en2fj.csv,"behold, the money, which we found in our sacks' mouths, we brought again unto thee out of the land of canaan: how then should we steal out of thy lord's house silver or gold?","""raica keimami sa kauta lesu tale mai, mai na vanua o kenani nai lavo sa kune ena neimami taga, kila rawa vakacava me keimami butakoca na siliva se koula mai na vale ni neimami turaga?","Raica, na ilavo, e so na keimami sa a vulica mai na kuta, e lesu mai ki na nomu, mai na vanua ko Kanaa: a na cava, e rawa ni keimami sa curu mai na vale ni nomu gosowaqa na siliva se na za?","Raica mada, na ilavo ka keimami a kunea ena gusu ni neimami taga, keimami sa kauta lesu tale mai vei kemuni mai na vanua o Kenani: keimami na butako rawa vakacava gona na siliva se koula mai na vale ni nomuni turaga?","raica, nai lavo keimami a kunea e na gusu ni neimami taga, keimami a kauta lesu mai vei kemuni mai na vanua ko Kenani: keimami na butakoca vakaevei mai na vale ni nomuni turaga na siliva se na koula?","Raica, na ilavo keimami a kunea ena gusudra na neimami taga, keimami a kauta lesu mai vei kemuni mai na vanua ko Kenani: me keimami butakoca vakaevei mai na vale ni nomuni turaga na siliva se na koula?",,0.11531002095450528,0.3969408021438302,0.1520820200356984,0.16521691795932786,0.4529788871993265,0.7438222325985773,0.6044651296987597,0.6321268306391661,0.3834382200213211,0.7035845888423957,0.5097742074701822,0.536473087818697,1.2571428571428571,1.2,1.1142857142857143,1.0857142857142856,122.0,109.0,124.0,120.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
bible,en->fj,statement,bible|genesis|031|005,bible_genesis_verse__en2fj.csv,"and said unto them, i see your father's countenance, that it is not toward me as before; but the god of my father hath been with me.","sa tukuna vei rau, ""au sa raica na nona veitokoni o tamamudrau “ni sa sega ni vinaka me vaka e liu, ia, na kalou i tamaqu sa tiko vata kei au.","ka me kaya vua, au raica na mata i tamana, ni sega ni tiko vei au me vaka na i lia; ia sa tiko na kalou i noqu tamana kei au.","ka sa tukuna vei iratou, au raica na mata i tamudra, ni sa sega ni vei au me vaka eliu; ia na Kalou ni tamaqu sa tiko vata kei au.","ka kaya vei rau, Au sa raica na mata i tamamudou, ni sa sega ni vinaka vei au me vaka e liu; ia na kalou i tamaqu sa tiko vata kei au.","A sa kaya vei ira, Au sa raica na irairai i tamamudrau, ni sa sega ni vaka e liu vei au; ia sa tiko vata kei au na Kalou i tamaqu.",,0.06300528724754456,0.33840629172767095,0.6634395183520215,0.4280150553687874,0.4026799282769121,0.6059764597225483,0.6663683764066151,0.5778527863420632,0.47410425270677525,0.65420310786595,0.7983022508038585,0.7537802419354839,1.0,0.967741935483871,1.032258064516129,1.0,73.0,35.0,32.0,62.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
bible,en->fj,statement,bible|genesis|042|015,bible_genesis_verse__en2fj.csv,"hereby ye shall be proved: by the life of pharaoh ye shall not go forth hence, except your youngest brother come hither.","""oqo dou sa na vakatovolei, me vaka sa bula o fero, dou na sega ni biuta na vanua vakavo, kevaka sa kau mai o koya e gone duadua.","Oni e na vuni: ena bula ni farao e na motifaka e ni yacova, me na yacova na noqu itubutubu.","Ena qai vakadinadinataki kemuni kina: Au bubului ena bula i Fero, dou na sega ni biubiu mai eke, kevaka dou sega ni kauta mai na tacimuni lailai duadua.","e na ka oqo dou na vakatovolei kina: e na vuku ni bula i Fero dou na sega ni lako tani eke, kevaka sa sega ni lako mai ki ke na tacimudou gone duadua.","Dou na vakadinadinataki kina: Dou na sega ni lako tani eke ena bula nei Fero, vakavo ga ke sa lako mai ki na tacimu gone duadua.",,0.01049978633419587,0.15224470383400482,0.16454943954232756,0.12307904824293855,0.16939812456558503,0.3858852026060768,0.48114648094174695,0.3825070440835296,0.1286764705882353,0.24527744982290436,0.5138892249618893,0.4118337982675084,0.7142857142857143,1.0,1.2142857142857142,0.9285714285714286,83.0,81.0,67.0,76.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
bible,en->fj,statement,bible|genesis|040|006,bible_genesis_verse__en2fj.csv,"and joseph came in unto them in the morning, and looked upon them, and, behold, they were sad.","sa lako mai vei rau o joseva ena mataka, ka raici rau, sa raica ni rau sa rarawa sara vakalevu.","a e josefa sa qai uma i þeim ena bogi, a sa raica vei ira, a, e i koya, era sa loma loma.","Sa qai curu mai o Josefa vei iratou e na mataka, ka raici iratou, ia raica, eratou sa rarawa.","a sa curu yani vei iratou ko Josefa e na mataka, ka raici iratou, ka raica, ni ratou sa rarawa tu.","A sa lako mai vei iratou ko Josefa ena mataka, ka raici iratou, ka raica, eratou sa rarawa.",,0.023050898626566643,0.07149471789396512,0.07075494147561419,0.27080524311589804,0.24129148396583372,0.45711657325232674,0.4915320642664264,0.5660752801068207,0.2100437876299945,0.41633165829145724,0.34242368404889134,0.4839719509140997,1.15,0.95,1.05,0.9,61.0,48.0,33.0,31.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
bible,en->fj,statement,bible|genesis|008|018,bible_genesis_verse__en2fj.csv,"and noah went forth, and his sons, and his wife, and his sons' wives with him:","sa curu ki tuba o noa kei iratou na luvena tagane, o watina kei iratou na vugona.","ia na išoa ka lako, a ia ratou na tamaiti, a ia raua na wahine o tamaiti, ka tiko vata kei na nona.","A sa curumi mai ko Noa, kei ira na luvena, kei na watina, kei na wati ni luvena vata kei koya:","a sa lako yani ko Noa, kei iratou na luvena tagane, kei na watina, kei na watidratou na luvena tagane;","A sa lako yani ko Noa, kei ira na luvena, kei na watina, kei ira na watidra na luvena tagane:",,0.011712916466550741,0.03595290285752276,0.28051550320162943,0.0745932224853342,0.26843654217868856,0.36463972488711727,0.5229532080620751,0.4149883371322872,0.11363636363636362,0.22988505747126434,0.4300578034682081,0.3978448583458218,1.3529411764705883,1.2352941176470589,1.1764705882352942,1.1764705882352942,62.0,46.0,38.0,47.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
bible,fj->en,statement,bible|genesis|041|041,bible_genesis_verse__fj2en.csv,"sa tukuna o fero vei joseva, ""raica au sa solia vei iko na lewa ena vanua taucoko o ijipita. ""","and pharaoh said unto joseph, see, i have set thee over all the land of egypt.","He said to Joseph, ""Look, I have given you authority over all the land of Egypt.""","Pharaoh said to Joseph, ""Behold, I have given you authority over the entire land of Egypt.""","And Pharaoh said unto Joseph, See, I have set thee over all the land of Egypt.","Pharaoh said to Joseph, ""Behold, I have given you authority over all the land of Egypt.""",,0.35831291876413535,0.09782375748961449,1.0,0.3813707100324891,0.5442900812847772,0.5417126276454077,1.0,0.631146867978425,0.6805268595041322,0.5575,0.9998779296875,0.6709710743801653,1.0,1.0,1.0,1.0,33.0,35.0,0.0,28.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,
bible,fj->en,statement,bible|genesis|010|010,bible_genesis_verse__fj2en.csv,"nai tekitekivu ni nona matanitu sai pepeli, o ereki, o akadi kei kalanei, ena vanua o sina.","and the beginning of his kingdom was babel, and erech, and accad, and calneh, in the land of shinar.","The technical knowledge of its nation is vital, not only for today, but also for the future, in the land of tomorrow.","The beginning of his kingdom was Babel, Erech, Accad, and Calneh, in the land of Shinar.","and the beginning of his kingdom was Babel, and Erech, and Accad, and Calneh, in the land of Shinar.","The beginning of his kingdom was Babel, Herek, Achach and Galnei, in the land of Sina.",,0.1196655750514248,0.686947835744394,1.0,0.4496473903155594,0.24327286094224596,0.8527419431993682,1.0,0.6138944412950552,0.29145077720207246,0.8527949532085561,0.9999271030762502,0.6366978609625668,1.1578947368421053,0.8421052631578947,1.0,0.8421052631578947,73.0,12.0,0.0,21.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,
