direction,domain,system,bleu,chrf,ter,comet,fluency,adequacy
fj->en,bible,chatgpt,0.0563756031525929,0.4501644336140711,0.8,0.7229916453361511,3.0,2.0
fj->en,bible,chatgpt,0.0091525416206989,0.2835130987108361,0.9629629629629628,0.4897002279758453,3.0,1.0
fj->en,bible,chatgpt,0.0162673926003057,0.2446843023867827,1.333333333333333,0.4535778164863586,2.0,1.0
fj->en,bible,chatgpt,0.0184588358059679,0.2198322125468718,0.8857142857142857,0.5183886885643005,3.0,2.0
fj->en,bible,chatgpt,0.0,0.1799132577086935,1.25,0.4014210104942322,2.0,1.0
fj->en,bible,chatgpt,0.0750198874890084,0.2170057925286526,0.8421052631578947,0.5278594493865967,2.0,1.0
fj->en,bible,chatgpt,0.0118408146549189,0.2578932381595939,0.9166666666666664,0.529358983039856,2.0,1.0
fj->en,bible,chatgpt,0.0708245910515974,0.3574196965885248,0.7083333333333335,0.5551473498344421,4.0,3.0
fj->en,bible,chatgpt,0.1672456951904357,0.4049439941322609,0.78125,0.6464042067527771,5.0,4.0
fj->en,bible,chatgpt,0.1954251878985873,0.2890877455748921,0.6976744186046511,0.5041198134422302,3.0,1.0
fj->en,bible,chatgpt,0.013618796864073,0.2195732285645565,0.9,0.4595425426959991,2.0,2.0
fj->en,bible,chatgpt,0.0093942269271904,0.3033151716431308,0.8823529411764706,0.5686512589454651,3.0,2.0
fj->en,bible,chatgpt,0.0466638809096147,0.3593591541302973,1.0,0.5238063931465149,2.0,1.0
fj->en,bible,chatgpt,0.0289673668997514,0.2810215688659204,0.8571428571428571,0.465338259935379,3.0,2.0
fj->en,bible,chatgpt,0.0152802993645303,0.2119792469136315,1.0,0.4097540974617004,3.0,1.0
fj->en,bible,chatgpt,0.0304055969690129,0.3991391546854955,0.84,0.6428427696228027,5.0,4.0
fj->en,bible,chatgpt,0.0421630519001626,0.2486693894016336,0.8064516129032258,0.4670481383800506,3.0,2.0
fj->en,bible,chatgpt,0.0673525526005426,0.3220596288026913,0.9090909090909092,0.512961208820343,4.0,3.0
en->fj,conversational,chatgpt,0.0507121533694655,0.2274493926812859,1.1666666666666667,0.5003949999809265,2.0,2.0
en->fj,conversational,chatgpt,0.1857505799913359,0.3224490068630755,0.4285714285714285,0.7099451422691345,3.0,2.0
en->fj,conversational,chatgpt,0.0240663947631454,0.2316572572162809,1.0,0.6536337733268738,3.0,2.0
en->fj,conversational,chatgpt,0.1002515743147813,0.4765721605839749,0.6,0.7527270913124084,4.0,3.0
en->fj,conversational,chatgpt,0.1699044244847122,0.5476935940237803,0.5,0.8004988431930542,4.0,2.0
en->fj,conversational,chatgpt,0.0638943104246272,0.2198336291777112,0.8,0.5313782691955566,3.0,2.0
en->fj,conversational,chatgpt,0.053728496591177,0.224686513353946,1.0,0.5783634781837463,3.0,2.0
en->fj,conversational,chatgpt,0.0906974882774589,0.3215002572684711,0.6666666666666665,0.8259902596473694,3.0,2.0
en->fj,conversational,chatgpt,0.0,0.1844701005691234,1.25,0.6720841526985168,4.0,2.0
en->fj,conversational,chatgpt,0.0485491771707323,0.1174599732552676,1.0,0.7124690413475037,2.0,1.0
en->fj,conversational,chatgpt,0.0,0.0816993464052287,1.5,0.4804910719394684,2.0,1.0
en->fj,conversational,chatgpt,0.0587394909469921,0.2384648931314176,0.75,0.6580225825309753,3.0,2.0
en->fj,conversational,chatgpt,0.0,0.1493280509701647,1.5,0.5226815342903137,3.0,2.0
en->fj,conversational,chatgpt,0.0347870055454239,0.1506772973746823,0.75,0.4046668708324432,2.0,2.0
en->fj,conversational,chatgpt,0.0285175395290415,0.3277617374031392,1.1666666666666667,0.5760505795478821,3.0,2.0
en->fj,conversational,chatgpt,0.0392814650900513,0.1896554026208916,1.2,0.5591161847114563,3.0,2.0
en->fj,conversational,chatgpt,0.0,0.0549369652339205,1.0,0.5476710200309753,1.0,1.0
en->fj,conversational,chatgpt,0.0240885627048535,0.2791097825194838,0.9090909090909092,0.5179540514945984,3.0,2.0
en->fj,conversational,chatgpt,0.1257433429682935,0.3898968616269392,0.4,0.7793588042259216,4.0,3.0
en->fj,conversational,chatgpt,0.0347870055454239,0.2545177210704785,0.75,0.6866925954818726,3.0,2.0
en->fj,conversational,chatgpt,0.033031643180138,0.3259812236822667,1.0,0.6686951518058777,3.0,4.0
en->fj,conversational,chatgpt,0.0955442792204366,0.4075088979961026,0.5,0.636830747127533,4.0,3.0
en->fj,conversational,chatgpt,0.053728496591177,0.0793650793650793,1.0,0.5063931345939636,3.0,2.0
en->fj,conversational,chatgpt,0.1257433429682935,0.3920045918998584,0.4,0.5580189824104309,4.0,2.0
en->fj,conversational,chatgpt,0.1136219366467499,0.2373074009498229,0.6666666666666665,0.5535652041435242,3.0,2.0
en->fj,conversational,chatgpt,0.074409959474869,0.2417720927389004,0.6,0.7031441330909729,3.0,2.0
en->fj,conversational,chatgpt,0.0603897063330492,0.2274529157896708,0.5454545454545454,0.5466551184654236,2.0,1.0
en->fj,conversational,chatgpt,0.0561222232430572,0.3847514959280743,1.2,0.6628609299659729,3.0,1.0
en->fj,conversational,chatgpt,0.1122444464861146,0.2980127177495599,0.6,0.5697970986366272,2.0,2.0
en->fj,conversational,chatgpt,0.0482902736279744,0.2619479781087406,0.7272727272727273,0.5424454808235168,3.0,1.0
en->fj,conversational,chatgpt,0.0955442792204366,0.6798795516418435,0.75,0.8307479023933411,4.0,3.0
en->fj,conversational,chatgpt,0.0814136751754278,0.1383136094674556,1.0,0.4628745317459106,2.0,2.0
en->fj,conversational,chatgpt,0.0814136751754278,0.3745931705418069,0.75,0.6443242430686951,3.0,2.0
en->fj,conversational,chatgpt,0.0250986212439789,0.2231233661159188,1.0,0.5435784459114075,3.0,2.0
en->fj,conversational,chatgpt,0.053728496591177,0.0770948838010973,1.0,0.4611751139163971,1.0,1.0
en->fj,conversational,chatgpt,0.0561222232430572,0.2397560510804674,0.8888888888888888,0.5337541699409485,3.0,2.0
en->fj,conversational,chatgpt,0.0955442792204366,0.6097032867375822,0.8333333333333335,0.7586936354637146,4.0,3.0
en->fj,conversational,chatgpt,0.0506266712158436,0.262474430409543,0.7,0.6077960729598999,2.0,3.0
en->fj,conversational,chatgpt,0.1136219366467499,0.0520141420993621,0.6666666666666665,0.6015849113464355,2.0,1.0
en->fj,conversational,chatgpt,0.053728496591177,0.183765228053217,0.8333333333333335,0.4767694175243377,3.0,2.0
en->fj,conversational,chatgpt,0.0493938273711537,0.2478279800819205,1.0,0.5603138208389282,2.0,1.0
fj->en,conversational,chatgpt,0.0485491771707323,0.3085649401527435,1.0,0.5112426280975342,2.0,1.0
fj->en,conversational,chatgpt,0.0170331860376392,0.1115038378294034,1.0,0.3147667348384857,3.0,2.0
fj->en,conversational,chatgpt,0.0251329363502276,0.1807572360438415,0.7272727272727273,0.5124922394752502,4.0,2.0
fj->en,conversational,chatgpt,0.0803428418944651,0.2362853162710845,0.75,0.6680589914321899,2.0,1.0
fj->en,conversational,chatgpt,0.6147881529512643,0.6236112700870412,0.3333333333333332,0.8702033758163452,4.0,3.0
fj->en,conversational,chatgpt,0.0803428418944651,0.229516780998711,0.75,0.41141077876091,1.0,1.0
fj->en,conversational,chatgpt,0.0955442792204366,0.4223783807099311,0.5,0.5482504963874817,4.0,1.0
fj->en,conversational,chatgpt,0.0803428418944651,0.2318170977434223,1.5,0.592843234539032,2.0,1.0
fj->en,conversational,chatgpt,0.1880301546543197,0.511854495705509,0.25,0.8857260346412659,4.0,2.0
fj->en,conversational,chatgpt,0.0,0.2175674183036337,1.0,0.4852670133113861,3.0,1.0
fj->en,conversational,chatgpt,0.2402811414134754,0.5800218920203098,0.3333333333333332,0.7339550256729126,2.0,1.0
fj->en,conversational,chatgpt,0.1323216988359902,0.215125625915423,0.6,0.8604161739349365,4.0,3.0
fj->en,conversational,chatgpt,0.0773055175693945,0.4760716138336555,1.1666666666666667,0.7973837852478027,3.0,2.0
fj->en,conversational,chatgpt,0.053728496591177,0.1432866537898572,0.8,0.6618647575378418,3.0,1.0
fj->en,conversational,chatgpt,0.0625710681815915,0.1309346385094588,0.8,0.7087163329124451,4.0,2.0
fj->en,conversational,chatgpt,0.053728496591177,0.1949512458151615,1.0,0.4845193326473236,2.0,1.0
fj->en,conversational,chatgpt,0.0365555222854512,0.2833138378513514,0.8333333333333335,0.590844452381134,3.0,1.0
fj->en,conversational,chatgpt,0.055010807399206,0.0860607682699905,0.75,0.5512331128120422,2.0,1.0
fj->en,conversational,chatgpt,0.0698534205658009,0.4052125124411986,1.25,0.7461820244789124,4.0,3.0
fj->en,conversational,chatgpt,0.0,0.0566343042071197,1.2,0.3914204835891723,1.0,1.0
fj->en,conversational,chatgpt,0.0408248290463863,0.1357723584404002,1.2,0.5041102170944214,3.0,1.0
fj->en,conversational,chatgpt,0.0,0.0923798697098615,1.0,0.5001479983329773,2.0,1.0
fj->en,conversational,chatgpt,0.0955442792204366,0.501228860833389,0.6,0.6935960054397583,4.0,3.0
fj->en,conversational,chatgpt,0.0155371256927603,0.1415744769202201,1.333333333333333,0.423294723033905,2.0,1.0
fj->en,conversational,chatgpt,0.0,0.0959633959691836,1.0,0.4158947765827179,1.0,1.0
fj->en,conversational,chatgpt,0.0277761903401179,0.1565634452079244,1.1666666666666667,0.3806601762771606,1.0,1.0
fj->en,conversational,chatgpt,0.0340522339563737,0.2517601011861341,0.875,0.4335852563381195,2.0,1.0
fj->en,conversational,chatgpt,0.053728496591177,0.1242059694953943,1.0,0.4933819770812988,3.0,1.0
fj->en,conversational,chatgpt,0.0,0.1075695087943688,1.25,0.4904205799102783,2.0,1.0
fj->en,conversational,chatgpt,0.0,0.1651098611487605,1.333333333333333,0.5183509588241577,2.0,1.0
fj->en,conversational,chatgpt,0.3655552228545123,0.7651089978726902,0.4285714285714285,0.6776836514472961,3.0,1.0
fj->en,conversational,chatgpt,0.0286344014652954,0.1608065684703724,0.875,0.5367659330368042,3.0,2.0
fj->en,conversational,chatgpt,0.0277761903401179,0.1382157691293132,0.875,0.366630882024765,1.0,1.0
fj->en,conversational,chatgpt,0.0485491771707323,0.3462043746498265,1.0,0.7324259281158447,2.0,1.0
fj->en,conversational,chatgpt,0.0248084150017018,0.332030811379164,1.5,0.5259258151054382,3.0,1.0
fj->en,conversational,chatgpt,0.0,0.0921204258794969,1.4,0.4784182608127594,2.0,1.0
fj->en,conversational,chatgpt,0.0315598453911294,0.2326482711449432,0.8888888888888888,0.4162003099918365,2.0,1.0
en->fj,definition,chatgpt,0.0,0.1209677419354838,5.0,0.4779801666736603,2.0,2.0
en->fj,definition,chatgpt,0.0,0.0858983867977007,5.0,0.4557465016841888,2.0,2.0
en->fj,definition,chatgpt,0.0,0.3042035398230088,4.0,0.4769448637962341,3.0,2.0
en->fj,definition,chatgpt,0.0,0.048076923076923,2.0,0.4682017862796783,3.0,2.0
en->fj,definition,chatgpt,0.0,0.0403225806451612,4.0,0.5112911462783813,1.0,2.0
en->fj,definition,chatgpt,0.0,0.1355703331243576,3.0,0.6483578085899353,2.0,1.0
en->fj,definition,chatgpt,0.0,0.2048095137260316,2.5,0.4872877597808838,3.0,2.0
en->fj,definition,chatgpt,0.0,0.0675675675675675,3.0,0.6946436762809753,2.0,1.0
en->fj,definition,chatgpt,0.0803428418944651,0.3292639590628917,4.0,0.5448706746101379,3.0,2.0
en->fj,definition,chatgpt,0.0,0.1333333333333333,4.0,0.5604236125946045,3.0,1.0
en->fj,definition,chatgpt,0.0,0.3288703499267429,1.333333333333333,0.5282475352287292,2.0,2.0
en->fj,definition,chatgpt,0.0,0.1055372807017543,3.0,0.5902296900749207,2.0,1.0
en->fj,definition,chatgpt,0.0,0.2372015505648813,7.0,0.4754699170589447,2.0,2.0
en->fj,definition,chatgpt,0.0,0.05,3.0,0.4776278734207153,3.0,2.0
en->fj,definition,chatgpt,0.0,0.1041666666666666,3.0,0.4606670141220093,2.0,1.0
en->fj,definition,chatgpt,0.0,0.1851851851851852,6.0,0.4297064840793609,2.0,1.0
en->fj,definition,chatgpt,0.0,0.108695652173913,2.0,0.6530487537384033,3.0,2.0
en->fj,definition,chatgpt,0.0,0.1168235224733297,2.0,0.5420315861701965,3.0,2.0
en->fj,definition,chatgpt,0.1136219366467499,0.5224656220019187,2.0,0.6280961632728577,3.0,2.0
en->fj,definition,chatgpt,0.0,0.0657894736842105,4.0,0.5249845385551453,3.0,2.0
en->fj,definition,chatgpt,0.0,0.0694444444444444,1.0,0.6307947039604187,3.0,2.0
en->fj,definition,chatgpt,0.0,0.2946127946127945,1.0,0.7880973219871521,3.0,2.0
en->fj,definition,chatgpt,0.0654192435611801,0.3989028408289278,0.5,0.6508182883262634,5.0,4.0
en->fj,definition,chatgpt,0.0,0.0641025641025641,1.0,0.5708885788917542,3.0,1.0
en->fj,definition,chatgpt,0.0,0.4695767195767196,1.0,0.7935174107551575,3.0,2.0
en->fj,definition,chatgpt,0.1495348781221221,0.196078431372549,0.5,0.8045932650566101,2.0,1.0
en->fj,definition,chatgpt,0.0,0.1034482758620689,1.0,0.7023792862892151,3.0,2.0
en->fj,definition,chatgpt,0.0,0.036231884057971,1.0,0.4068644046783447,2.0,1.0
en->fj,definition,chatgpt,0.0,0.0240384615384615,1.0,0.5433984398841858,3.0,1.0
en->fj,definition,chatgpt,0.0,0.0892857142857142,1.0,0.6371555328369141,2.0,1.0
en->fj,definition,chatgpt,0.0,0.0769230769230769,1.0,0.5448137521743774,2.0,1.0
en->fj,definition,chatgpt,0.0,0.0284090909090909,1.0,0.5515062212944031,3.0,1.0
en->fj,definition,chatgpt,0.0,0.2222877358490566,2.0,0.6677385568618774,2.0,1.0
en->fj,definition,chatgpt,0.0,0.3773656898656898,1.0,0.846310019493103,4.0,3.0
en->fj,definition,chatgpt,0.0654192435611801,0.471698113207547,1.0,0.905819535255432,5.0,4.0
en->fj,definition,chatgpt,0.0,0.0,1.0,0.5872241854667664,3.0,2.0
en->fj,definition,chatgpt,0.0,0.0713117539611741,1.5,0.5251829028129578,2.0,1.0
en->fj,definition,chatgpt,0.0,0.1089991408934707,1.0,0.7626293301582336,2.0,1.0
en->fj,definition,chatgpt,0.0,0.0,1.0,0.6181686520576477,4.0,2.0
en->fj,definition,chatgpt,0.0,0.0,1.0,0.5348067283630371,2.0,1.0
fj->en,definition,chatgpt,0.0,0.0606060606060606,4.0,0.381349503993988,3.0,2.0
fj->en,definition,chatgpt,0.0,0.0666666666666666,5.0,0.4931817054748535,3.0,2.0
fj->en,definition,chatgpt,0.0,0.0396825396825396,4.0,0.5488184094429016,2.0,1.0
fj->en,definition,chatgpt,0.0,0.0886524822695035,5.0,0.5007700324058533,3.0,1.0
fj->en,definition,chatgpt,0.0,0.0,1.5,0.5050511956214905,2.0,1.0
fj->en,definition,chatgpt,0.0,0.1094012311135982,4.0,0.4190502464771271,1.0,1.0
fj->en,definition,chatgpt,0.053728496591177,0.4292600312662845,5.0,0.4326207935810089,2.0,1.0
fj->en,definition,chatgpt,0.0,0.131408338320367,5.0,0.3817801773548126,2.0,1.0
fj->en,definition,chatgpt,0.0,0.0225225225225225,3.0,0.5565618872642517,2.0,1.0
fj->en,definition,chatgpt,0.0,0.0900900900900901,3.0,0.4460704326629638,2.0,1.0
fj->en,definition,chatgpt,0.0,0.0757575757575757,5.0,0.5905784964561462,1.0,1.0
fj->en,definition,chatgpt,0.0,0.1171875,4.0,0.3983287513256073,2.0,1.0
fj->en,definition,chatgpt,0.0,0.1226614632983793,2.0,0.5236918330192566,2.0,1.0
fj->en,definition,chatgpt,0.0,0.0473484848484848,1.333333333333333,0.3098373711109161,1.0,1.0
fj->en,definition,chatgpt,0.0,0.0497512437810945,2.0,0.4511738121509552,2.0,1.0
fj->en,definition,chatgpt,0.0,0.2731958762886597,3.0,0.5199396014213562,2.0,1.0
fj->en,definition,chatgpt,0.0,0.0754297767328631,1.0,0.3332667350769043,2.0,1.0
fj->en,definition,chatgpt,0.5623413251903491,0.972774864921086,0.3333333333333332,0.9035484194755554,5.0,5.0
fj->en,definition,chatgpt,0.0,0.1,2.0,0.5154593586921692,2.0,1.0
fj->en,definition,chatgpt,0.0,0.1282051282051282,4.0,0.4754279553890228,2.0,1.0
fj->en,definition,chatgpt,0.0,0.036231884057971,1.0,0.3812872469425201,2.0,1.0
fj->en,definition,chatgpt,0.0,0.1466404027139418,1.0,0.6138173341751099,5.0,5.0
fj->en,definition,chatgpt,0.1778279410038923,1.0,0.0,0.9768981337547302,5.0,5.0
fj->en,definition,chatgpt,0.0,0.119047619047619,1.0,0.7024118304252625,5.0,2.0
fj->en,definition,chatgpt,0.0,0.0303030303030303,1.0,0.6674865484237671,2.0,1.0
fj->en,definition,chatgpt,0.0,0.0625,1.0,0.6466037631034851,3.0,1.0
fj->en,definition,chatgpt,0.0,0.0490196078431372,1.0,0.6205406785011292,2.0,1.0
fj->en,definition,chatgpt,0.0,0.0443262411347517,1.0,0.4157985746860504,2.0,1.0
fj->en,definition,chatgpt,0.0,0.1994301994301994,1.0,0.5910292267799377,2.0,1.0
fj->en,definition,chatgpt,0.0,0.0941796350709181,1.0,0.4105596244335174,4.0,1.0
fj->en,definition,chatgpt,0.0,0.0144927536231884,1.0,0.3726066946983337,5.0,1.0
fj->en,definition,chatgpt,0.0,0.05,1.0,0.5168789029121399,3.0,2.0
fj->en,definition,chatgpt,0.0,0.0427350427350427,1.0,0.5035306811332703,1.0,1.0
fj->en,definition,chatgpt,0.0,0.1041666666666666,1.0,0.5341683030128479,1.0,1.0
fj->en,definition,chatgpt,0.0,0.0490196078431372,2.0,0.5473160147666931,1.0,1.0
fj->en,definition,chatgpt,0.0,0.0308641975308641,1.5,0.453955203294754,2.0,1.0
fj->en,definition,chatgpt,0.0,0.0,1.0,0.5116248726844788,3.0,1.0
fj->en,definition,chatgpt,0.0,0.0333333333333333,3.0,0.432630330324173,3.0,2.0
fj->en,definition,chatgpt,0.0,0.0446428571428571,1.0,0.5832535028457642,2.0,1.0
fj->en,definition,chatgpt,0.0,0.1041666666666666,1.0,0.7145760655403137,2.0,1.0
fj->en,dictionary,chatgpt,0.0,0.0189073511672736,1.0,0.2431652843952179,1.0,1.0
fj->en,dictionary,chatgpt,0.0,0.0170099628410813,1.0,0.2802186906337738,3.0,1.0
fj->en,dictionary,chatgpt,0.0,0.0222551928783382,1.0,0.3288079798221588,1.0,1.0
fj->en,dictionary,chatgpt,0.0,0.0278508705602435,1.0,0.3757341206073761,2.0,1.0
fj->en,dictionary,chatgpt,0.0,0.0109649122807017,1.0,0.3867333829402923,1.0,1.0
fj->en,dictionary,chatgpt,0.0,0.0294178829244158,1.0,0.4214099645614624,2.0,1.0
fj->en,dictionary,chatgpt,0.0,0.0167528281306618,1.0,0.2730474770069122,1.0,1.0
fj->en,dictionary,chatgpt,0.0,0.0328947368421052,1.0,0.3796417713165283,1.0,1.0
fj->en,dictionary,chatgpt,0.0,0.0747528597292515,1.0,0.3852085769176483,2.0,1.0
fj->en,dictionary,chatgpt,0.0,0.0084969448867799,1.0,0.2544986605644226,1.0,1.0
fj->en,dictionary,chatgpt,0.0,0.01171875,1.0,0.3118487894535064,1.0,1.0
fj->en,dictionary,chatgpt,0.0,0.013411365346961,1.0,0.286003440618515,1.0,1.0
fj->en,dictionary,chatgpt,1.824848925735328e-11,0.030159657915815,0.9583333333333336,0.3709167540073395,1.0,1.0
fj->en,dictionary,chatgpt,0.0,0.0316645616269966,1.0,0.2588157057762146,1.0,1.0
fj->en,dictionary,chatgpt,0.0,0.0236448916018447,1.0,0.3517583906650543,1.0,1.0
fj->en,dictionary,chatgpt,0.0,0.0287454418496392,1.0,0.3720824420452118,2.0,1.0
fj->en,dictionary,chatgpt,0.0,0.0256309666897341,1.0,0.3211196064949035,1.0,1.0
fj->en,dictionary,chatgpt,0.0,0.0382200476733726,1.0,0.364592581987381,2.0,1.0
fj->en,dictionary,chatgpt,0.0,0.0746211817525855,1.0,0.4565499722957611,1.0,1.0
fj->en,dictionary,chatgpt,0.0,0.0081387251130827,1.0,0.2997738122940063,2.0,1.0
fj->en,idiom,chatgpt,2.143415328306432e-05,0.0449429976510607,0.9777777777777776,0.3700870871543884,3.0,1.0
fj->en,idiom,chatgpt,0.0,0.0291677969412036,1.0,0.3969346880912781,2.0,1.0
fj->en,idiom,chatgpt,5.948686421641916e-07,0.0326417096287123,0.975609756097561,0.3260067701339721,2.0,1.0
fj->en,idiom,chatgpt,0.0012328030158643,0.0441075382741956,1.0,0.3323802351951599,1.0,1.0
fj->en,idiom,chatgpt,0.0,0.0845996654947239,1.0,0.3320016860961914,1.0,1.0
fj->en,idiom,chatgpt,0.0,0.0183917637020678,1.0,0.3318170011043548,1.0,1.0
fj->en,idiom,chatgpt,0.0059532871163623,0.0468533715401516,0.9411764705882352,0.3393835723400116,1.0,1.0
fj->en,idiom,chatgpt,0.0,0.0155482311251171,1.0,0.2896049916744232,1.0,1.0
fj->en,idiom,chatgpt,0.0006951017798234,0.0147833053563253,0.9583333333333336,0.3321391344070434,2.0,1.0
fj->en,idiom,chatgpt,0.0132492841365312,0.0718189028631173,0.9166666666666664,0.3945048153400421,2.0,1.0
fj->en,idiom,chatgpt,0.0021323620707299,0.0830829445198865,0.9545454545454546,0.5863823294639587,4.0,2.0
fj->en,idiom,chatgpt,0.0,0.0336646560154989,1.0,0.310877114534378,2.0,1.0
fj->en,idiom,chatgpt,0.002230408923648,0.0463270888450593,0.8888888888888888,0.2994954884052276,1.0,1.0
fj->en,idiom,chatgpt,0.0001036097949195,0.0275671585633225,0.9583333333333336,0.3294870853424072,2.0,1.0
fj->en,idiom,chatgpt,8.14564117139755e-37,0.0044266992485004,0.993993993993994,0.3559012115001678,2.0,1.0
fj->en,idiom,chatgpt,0.0034200780582253,0.0809752362566835,0.9310344827586208,0.3675219118595123,2.0,1.0
fj->en,idiom,chatgpt,0.0,0.0209132939976842,1.0,0.3066244423389435,2.0,1.0
fj->en,idiom,chatgpt,0.0,0.0184670725408869,1.0,0.2740449011325836,2.0,1.0
fj->en,idiom,chatgpt,0.0,0.0333275219895065,1.0,0.3917578160762787,2.0,1.0
fj->en,idiom,chatgpt,0.0,0.0177122106728903,1.0,0.3307056128978729,1.0,1.0
en->fj,legal,chatgpt,0.0298773557543778,0.4118253931615525,1.1428571428571428,0.671999990940094,3.0,2.0
en->fj,legal,chatgpt,0.176588004208444,0.1386780168016191,0.6666666666666665,0.5505675673484802,3.0,2.0
en->fj,legal,chatgpt,0.0432501524913128,0.3809374658935607,0.804878048780488,0.6441578269004822,3.0,2.0
en->fj,legal,chatgpt,0.0212447401018609,0.3695486834269552,0.8832684824902723,0.7444130778312683,4.0,3.0
en->fj,legal,chatgpt,0.0464983008444139,0.4188740555431019,0.8238993710691824,0.7062239646911621,2.0,2.0
en->fj,legal,chatgpt,0.0197654418733492,0.2796779575077973,0.923076923076923,0.5664369463920593,4.0,3.0
en->fj,legal,chatgpt,0.0515876122515346,0.3612107495209062,1.225,0.6681814789772034,3.0,2.0
en->fj,legal,chatgpt,0.0224169335019223,0.2021332160117524,1.4285714285714286,0.5406524538993835,2.0,2.0
en->fj,legal,chatgpt,0.053728496591177,0.1122004357298475,1.333333333333333,0.6248771548271179,2.0,1.0
en->fj,legal,chatgpt,0.1892240568795935,0.3516545177911899,0.7692307692307694,0.5372297167778015,4.0,3.0
en->fj,legal,chatgpt,0.035752971644498,0.2749538990862577,0.9285714285714286,0.5023576617240906,2.0,2.0
en->fj,legal,chatgpt,0.0,0.0718615823185753,1.0,0.5539968013763428,3.0,2.0
en->fj,legal,chatgpt,0.0304206083766805,0.3497530891087202,0.75,0.5944751501083374,3.0,2.0
en->fj,legal,chatgpt,0.0422224146022692,0.3410862789105531,1.0,0.6396878361701965,3.0,2.0
en->fj,legal,chatgpt,0.0113716819348752,0.1907759285566749,1.105263157894737,0.4685702621936798,3.0,2.0
en->fj,legal,chatgpt,0.0487303968974377,0.1319669362590199,0.8333333333333335,0.4473221004009247,2.0,1.0
en->fj,legal,chatgpt,0.0088308953009281,0.2225470282789953,3.625,0.522519052028656,3.0,2.0
en->fj,legal,chatgpt,0.0115247282796705,0.2947541764693803,0.7931034482758621,0.665703535079956,3.0,2.0
en->fj,legal,chatgpt,0.0248084150017018,0.2965716273873221,1.1428571428571428,0.5891517996788025,3.0,2.0
en->fj,legal,chatgpt,0.0603072536040776,0.2188172472692805,0.625,0.7291436791419983,3.0,2.0
en->fj,legal,chatgpt,0.0803428418944651,0.4226577466000271,1.0,0.7699015736579895,4.0,3.0
en->fj,legal,chatgpt,0.0648531762647468,0.1646860087554199,0.8,0.4718538224697113,3.0,2.0
en->fj,legal,chatgpt,0.1258220555845937,0.4701889229404834,1.6,0.6988967061042786,2.0,2.0
en->fj,legal,chatgpt,0.0254542322694767,0.4078301333085956,0.96875,0.7006092667579651,2.0,2.0
en->fj,legal,chatgpt,0.0417991745584234,0.0848914542819803,0.8333333333333335,0.6620541214942932,3.0,1.0
en->fj,legal,chatgpt,0.0712695567709093,0.3766329298575094,1.0,0.5676780343055725,4.0,3.0
en->fj,legal,chatgpt,0.040283016160679,0.3550765215009914,0.9666666666666668,0.6032393574714661,3.0,2.0
