domain,direction,sentence_type_fine,source_id,source_doc,source_text,ref,chatgpt,gemini,google_translate,microsoft_translate,notes,chatgpt__st_cos,chatgpt__bertscore_f1,gemini__st_cos,gemini__bertscore_f1,google_translate__st_cos,google_translate__bertscore_f1,microsoft_translate__st_cos,microsoft_translate__bertscore_f1,chatgpt__neg_flip_flag,chatgpt__numeral_mismatch,chatgpt__ne_mismatch,chatgpt__needs_review_flag,gemini__neg_flip_flag,gemini__numeral_mismatch,gemini__ne_mismatch,gemini__needs_review_flag,google_translate__neg_flip_flag,google_translate__numeral_mismatch,google_translate__ne_mismatch,google_translate__needs_review_flag,microsoft_translate__neg_flip_flag,microsoft_translate__numeral_mismatch,microsoft_translate__ne_mismatch,microsoft_translate__needs_review_flag
bible,en->fj,statement,bible|genesis|042|003,bible_genesis_verse__en2fj.csv,and joseph's ten brethren went down to buy corn in egypt.,"o iratou na lewe tini na taci joseva, e ratou sa lako sobu i ijipita me voli sila.",e na nona nona o joseph e gole yani ki te iʻa e iukara.,Kei na tinikaiveitacini nei Josaia a lako sobu me volia na sila mai Ijipita.,a ra sa lako sobu ki Ijipita ko iratou na tuakai Josefa e tini me voli sila.,Eratou sa lako sobu na lewe tini na taci Josefa me ratou voli sila mai Ijipita.,,0.5324316,-0.09263685,0.52420795,0.3147503,0.6021726,0.46150923,0.6904658,0.51955634,0,0.0,0.0,0,0,0.0,1.0,1,0,0.0,1.0,1,0,0.0,1.0,1
bible,en->fj,statement,bible|genesis|046|006,bible_genesis_verse__en2fj.csv,"and they took their cattle, and their goods, which they had gotten in the land of canaan, and came into egypt, jacob, and all his seed with him:","era sa kauta na nodra manumanu kei na nodra i yaya, era sa rawata ena vanua o kenani, ka lako sobu ki ijipita, o jekope kei ira kecega na nona kawa.","era raua na ta'eta'ika, kei na nodra iyau, e dau rawata na nodra i yaya ena vanua i Kena'ani, ka lako mai Eperu, o Jakopo, kei na nona tamata taucoko.","ka ra kauta na nodra manumanu kei na nodra iyau, era a rawata mai na vanua o Kenani, ka ra lako ki Ijipita, o Jekope kei na nona kawa taucoko vata kei koya.","a ra sa kauta na nodra manumanu, kei na nodra i yau era sa rawata mai na vanua ko Kenani, a ra sa lako ki Ijipita, ko Jekope kei ira kecega na nona kawa.","Era sa kauta na nodra bulumakau kei na nodra iyau, ka ra a taukena mai na vanua ko Kenani, ka lako ki Ijipita, ko Jekope, kei ira kece na nona kawa:",,0.8664818,0.20129278,0.8793612,0.46187934,0.91289675,0.60948586,0.8682585,0.45084834,0,0.0,1.0,1,0,0.0,1.0,1,0,0.0,1.0,1,0,0.0,1.0,1
bible,en->fj,statement,bible|genesis|007|024,bible_genesis_verse__en2fj.csv,and the waters prevailed upon the earth an hundred and fifty days.,sa tiko ga na wai e vuravura me dua na drau limasagavulu na siga.,na na veivakaduata e na vanua e rui na ono narokai.,Kei na wai sa tiko e vuravura me dua na drau ka limasagavulu na siga.,a sa luvuci vuravura na wai me dua na drau ka limasagavulu na siga.,a sa liwa na wai e vuravura me dua na drau limasagavulu na siga.,,0.6538688,0.014716612,0.81070495,0.7638392,0.9182035,0.66544825,0.94468296,0.81283617,0,0.0,0.0,0,0,0.0,1.0,1,0,0.0,0.0,0,0,0.0,0.0,0
bible,en->fj,statement,bible|genesis|001|009,bible_genesis_verse__en2fj.csv,"and god said, let the waters under the heaven be gathered together unto one place, and let the dry land appear: and it was so.","na kalou sa tukuna, ""na wai kece ena ruku i lomalagi, me vakasoqoni kece ena dua na vanua, ka me basika mai na vanua mamaca; "" sa yaco me vakakina.","odalai koto, me ke tikaga ni bui koto e dua na, ka me caka na lomalagi e ra, a mei caka.","Ka sa kaya ko Kalou, Me soqoni vata na wai e ruku i lomalagi ki na dua na tikina, ka me rairai mai na vanua mamaca: a sa yaco vaka kina.","a sa kaya na kalou, Me soqoni vata na wai e ruku i lomalagi ki na dua na yasana, me rairai mai kina na vanua mamaca: a sa vakakina.","A sa kaya na Kalou, Me soqoni vata na wai e rukui lomalagi ki na dua na yasana, me rairai kina na vanua mamaca: a sa vakakina.",,0.81316173,0.10684703,0.7868729,0.4220063,0.8301709,0.4414129,0.73759246,0.39650413,0,0.0,0.0,0,0,0.0,1.0,1,0,0.0,1.0,1,0,0.0,1.0,1
bible,en->fj,statement,bible|genesis|045|003,bible_genesis_verse__en2fj.csv,"and joseph said unto his brethren, i am joseph; doth my father yet live? and his brethren could not answer him; for they were troubled at his presence.","sa tukuna o joseva vei ira na tacina, ""o au o joseva, e se bula tiko o tamaqu? "" era sa sega ni sauma rawa na tacina, ni ra sa kidacala e matana.","ka'u nei o Jozef ki na tickakai, e au o Jozef; e se mai na noqu matua? ka sa le mafai na tickakai e folafola mai ki a ia; no ni sa faigata i latou i tana tona.","A sa kaya ko Josefa vei iratou na tuakana, Oi au ko Josefa; sa bula tiko beka ga ko tamaqu? A ra sega ni sauma rawa vua na tuakana; ni ra sa domobula ena nona rairai.","a sa kaya ko Josefa vei iratou na tuakana, Koi au ko Josefa; sa bula tiko li ko tamaqu? a sa sega ni sauma rawa vua na tuakana; ni ra sa taqaya e na matana.","A sa kaya ko Josefa vei iratou na tuakana, Koi au ko Josefa; Se bula tiko li o Tamaqu? ka ratou sa sega ni sauma rawa na nona itokani; ni ra sa lomaleqataka na nona iserau.",,0.782941,0.074349426,0.8655869,0.30637753,0.85446835,0.36566496,0.8453968,0.2689247,1,0.0,1.0,1,0,0.0,1.0,1,0,0.0,1.0,1,0,0.0,1.0,1
bible,en->fj,statement,bible|genesis|044|008,bible_genesis_verse__en2fj.csv,"behold, the money, which we found in our sacks' mouths, we brought again unto thee out of the land of canaan: how then should we steal out of thy lord's house silver or gold?","""raica keimami sa kauta lesu tale mai, mai na vanua o kenani nai lavo sa kune ena neimami taga, kila rawa vakacava me keimami butakoca na siliva se koula mai na vale ni neimami turaga?","Raica, na ilavo, e so na keimami sa a vulica mai na kuta, e lesu mai ki na nomu, mai na vanua ko Kanaa: a na cava, e rawa ni keimami sa curu mai na vale ni nomu gosowaqa na siliva se na za?","Raica mada, na ilavo ka keimami a kunea ena gusu ni neimami taga, keimami sa kauta lesu tale mai vei kemuni mai na vanua o Kenani: keimami na butako rawa vakacava gona na siliva se koula mai na vale ni nomuni turaga?","raica, nai lavo keimami a kunea e na gusu ni neimami taga, keimami a kauta lesu mai vei kemuni mai na vanua ko Kenani: keimami na butakoca vakaevei mai na vale ni nomuni turaga na siliva se na koula?","Raica, na ilavo keimami a kunea ena gusudra na neimami taga, keimami a kauta lesu mai vei kemuni mai na vanua ko Kenani: me keimami butakoca vakaevei mai na vale ni nomuni turaga na siliva se na koula?",,0.8618811,0.2555141,0.8662244,0.5230933,0.91890067,0.38282087,0.9068496,0.38500163,0,0.0,1.0,1,0,0.0,1.0,1,0,0.0,1.0,1,0,0.0,1.0,1
bible,en->fj,statement,bible|genesis|031|005,bible_genesis_verse__en2fj.csv,"and said unto them, i see your father's countenance, that it is not toward me as before; but the god of my father hath been with me.","sa tukuna vei rau, ""au sa raica na nona veitokoni o tamamudrau “ni sa sega ni vinaka me vaka e liu, ia, na kalou i tamaqu sa tiko vata kei au.","ka me kaya vua, au raica na mata i tamana, ni sega ni tiko vei au me vaka na i lia; ia sa tiko na kalou i noqu tamana kei au.","ka sa tukuna vei iratou, au raica na mata i tamudra, ni sa sega ni vei au me vaka eliu; ia na Kalou ni tamaqu sa tiko vata kei au.","ka kaya vei rau, Au sa raica na mata i tamamudou, ni sa sega ni vinaka vei au me vaka e liu; ia na kalou i tamaqu sa tiko vata kei au.","A sa kaya vei ira, Au sa raica na irairai i tamamudrau, ni sa sega ni vaka e liu vei au; ia sa tiko vata kei au na Kalou i tamaqu.",,0.9208548,0.34148112,0.9489114,0.5142942,0.9714197,0.6127018,0.9034866,0.4907401,0,0.0,0.0,0,0,0.0,1.0,1,0,0.0,1.0,1,0,0.0,1.0,1
bible,en->fj,statement,bible|genesis|042|015,bible_genesis_verse__en2fj.csv,"hereby ye shall be proved: by the life of pharaoh ye shall not go forth hence, except your youngest brother come hither.","""oqo dou sa na vakatovolei, me vaka sa bula o fero, dou na sega ni biuta na vanua vakavo, kevaka sa kau mai o koya e gone duadua.","Oni e na vuni: ena bula ni farao e na motifaka e ni yacova, me na yacova na noqu itubutubu.","Ena qai vakadinadinataki kemuni kina: Au bubului ena bula i Fero, dou na sega ni biubiu mai eke, kevaka dou sega ni kauta mai na tacimuni lailai duadua.","e na ka oqo dou na vakatovolei kina: e na vuku ni bula i Fero dou na sega ni lako tani eke, kevaka sa sega ni lako mai ki ke na tacimudou gone duadua.","Dou na vakadinadinataki kina: Dou na sega ni lako tani eke ena bula nei Fero, vakavo ga ke sa lako mai ki na tacimu gone duadua.",,0.6926187,0.032040972,0.8514352,0.16631669,0.8820375,0.4020703,0.8567479,0.26984894,0,0.0,1.0,1,0,0.0,1.0,1,0,0.0,1.0,1,0,0.0,1.0,1
bible,en->fj,statement,bible|genesis|040|006,bible_genesis_verse__en2fj.csv,"and joseph came in unto them in the morning, and looked upon them, and, behold, they were sad.","sa lako mai vei rau o joseva ena mataka, ka raici rau, sa raica ni rau sa rarawa sara vakalevu.","a e josefa sa qai uma i þeim ena bogi, a sa raica vei ira, a, e i koya, era sa loma loma.","Sa qai curu mai o Josefa vei iratou e na mataka, ka raici iratou, ia raica, eratou sa rarawa.","a sa curu yani vei iratou ko Josefa e na mataka, ka raici iratou, ka raica, ni ratou sa rarawa tu.","A sa lako mai vei iratou ko Josefa ena mataka, ka raici iratou, ka raica, eratou sa rarawa.",,0.67981535,0.08947394,0.7899487,0.27330145,0.83190525,0.33452561,0.8645443,0.43936455,0,0.0,0.0,0,0,0.0,1.0,1,0,0.0,1.0,1,0,0.0,1.0,1
bible,en->fj,statement,bible|genesis|008|018,bible_genesis_verse__en2fj.csv,"and noah went forth, and his sons, and his wife, and his sons' wives with him:","sa curu ki tuba o noa kei iratou na luvena tagane, o watina kei iratou na vugona.","ia na išoa ka lako, a ia ratou na tamaiti, a ia raua na wahine o tamaiti, ka tiko vata kei na nona.","A sa curumi mai ko Noa, kei ira na luvena, kei na watina, kei na wati ni luvena vata kei koya:","a sa lako yani ko Noa, kei iratou na luvena tagane, kei na watina, kei na watidratou na luvena tagane;","A sa lako yani ko Noa, kei ira na luvena, kei na watina, kei ira na watidra na luvena tagane:",,0.7665149,0.15103006,0.74718153,0.12685402,0.7451955,0.22156781,0.7494073,0.14624578,0,0.0,0.0,0,0,0.0,1.0,1,0,0.0,1.0,1,0,0.0,1.0,1
bible,fj->en,statement,bible|genesis|041|041,bible_genesis_verse__fj2en.csv,"sa tukuna o fero vei joseva, ""raica au sa solia vei iko na lewa ena vanua taucoko o ijipita. ""","and pharaoh said unto joseph, see, i have set thee over all the land of egypt.","He said to Joseph, ""Look, I have given you authority over all the land of Egypt.""","Pharaoh said to Joseph, ""Behold, I have given you authority over the entire land of Egypt.""","And Pharaoh said unto Joseph, See, I have set thee over all the land of Egypt.","Pharaoh said to Joseph, ""Behold, I have given you authority over all the land of Egypt.""",,0.87110305,0.4874352,0.9063499,0.44366926,0.99510586,0.7554756,0.90728444,0.462342,0,0.0,1.0,1,0,0.0,1.0,1,0,0.0,1.0,1,0,0.0,1.0,1
bible,fj->en,statement,bible|genesis|010|010,bible_genesis_verse__fj2en.csv,"nai tekitekivu ni nona matanitu sai pepeli, o ereki, o akadi kei kalanei, ena vanua o sina.","and the beginning of his kingdom was babel, and erech, and accad, and calneh, in the land of shinar.","The technical knowledge of its nation is vital, not only for today, but also for the future, in the land of tomorrow.","The beginning of his kingdom was Babel, Erech, Accad, and Calneh, in the land of Shinar.","and the beginning of his kingdom was Babel, and Erech, and Accad, and Calneh, in the land of Shinar.","The beginning of his kingdom was Babel, Herek, Achach and Galnei, in the land of Sina.",,0.18174914,0.032632872,0.9391329,0.5892949,0.9545751,0.74336994,0.7650868,0.43360168,1,0.0,1.0,1,0,0.0,1.0,1,0,0.0,1.0,1,0,0.0,1.0,1
bible,fj->en,statement,bible|genesis|042|008,bible_genesis_verse__fj2en.csv,"sa kilai iratou na tacina o joseva, ia, o iratou e sega e ratou sega ni kilai koya.","and joseph knew his brethren, but they knew not him.","They knew the children of Joseph, but they did not know him.","Joseph recognized his brothers, but they did not recognize him.","Joseph's brothers knew him, but they didn't know him.","Joseph knew his brothers, but those who did not knew him.",,0.91791666,0.49401498,0.85178757,0.53690153,0.9218721,0.37493828,0.91205347,0.4537192,0,0.0,1.0,1,0,0.0,1.0,1,0,0.0,1.0,1,0,0.0,1.0,1
bible,fj->en,statement,bible|genesis|049|008,bible_genesis_verse__fj2en.csv,"""o juta, o iko, era na vakacerecerea na tacimu; na ligamu ena kidomoka na domodra na meca; o ira na luvei tamamu era na cuva ka vakarokoroko vei iko.","judah, thou art he whom thy brethren shall praise: thy hand shall be in the neck of thine enemies; thy father's children shall bow down before thee.","""oh my, oh you, they will disturb our peace; our ties will bind the strength of our enemies; those who are your own children will protect and defend you.""","Oh, you, you, your siblings will praise you; your hand will shatter the power of your enemies; the children of your father will bow down and worship you.","""O Judah, thou shalt be exalted among thy brethren; thy hand shall be in the neck of thine enemies; thy father's children shall bow down and worship thee.","""Judas, you, will exalt your brothers; thine hand shall bind the throat of the enemy; Thy father's children shall bow down and worship thee.",,0.59262824,0.11127604,0.7972598,0.33356395,0.9007325,0.6891119,0.8537897,0.5244035,0,0.0,0.0,0,0,0.0,1.0,1,0,0.0,1.0,1,0,0.0,1.0,1
bible,fj->en,statement,bible|genesis|025|019,bible_genesis_verse__fj2en.csv,"oqo na kawa nei aisake, na luvei eparaama. o eparaama sa vakasucumi vua o aisake.","and these are the generations of isaac, abraham's son: abraham begat isaac:","The son of Kawa is Aisake, and the daughter is Eparaama. Eparaama is being proposed to Aisake.","These are the generations of Isaac, Abraham's son. Abraham begat Isaac.","these are the generations of Isaac, the son of Abraham. abraham became the father of Isaac.","These were the descendants of Isaac, the son of Abraham. Abraham was the father of Isaac.",,0.23287345,0.11179907,0.9634414,0.56788164,0.940351,0.4390979,0.9091959,0.31515503,0,0.0,1.0,1,0,0.0,1.0,1,0,0.0,1.0,1,0,0.0,1.0,1
bible,fj->en,statement,bible|genesis|009|011,bible_genesis_verse__fj2en.csv,"""au na vakatauyavutaka na noqu veiyalayalati vata kei iko: ena sega tale, sa na sega ni vakarusai tale o vuravura ena waluvu. """,and i will establish my covenant with you; neither shall all flesh be cut off any more by the waters of a flood; neither shall there any more be a flood to destroy the earth.,"""I will not give up my relationship with you: it will not, therefore, be destroyed again by the world in turmoil.""",I will establish my covenant with you: never again will the world be destroyed by a flood.,"""and I will establish my covenant with thee: neither shall there any more be a flood to destroy the earth.","""I will establish my covenant with thee: no, neither shall the earth be destroyed by the flood any more.""",,0.6046286,0.17121999,0.90912116,0.5705035,0.9486295,0.6876989,0.9054101,0.5901778,1,0.0,0.0,1,1,0.0,0.0,1,0,0.0,0.0,0,1,0.0,0.0,1
bible,fj->en,statement,bible|genesis|033|004,bible_genesis_verse__fj2en.csv,"ia, o iso sa cici mai ka roqoti koya ka lele yani ki domona ka reguci jekope ka tagi, ni rau sa veitagicaki ena marau.","and esau ran to meet him, and embraced him, and fell on his neck, and kissed him: and they wept.","Yes, it is just like saying that when you run towards your goal, you will achieve everything you desire because you are surrounded by happiness.","And Esau ran to meet him, and embraced him, and fell on his neck, and kissed Jacob, and wept. And they wept together with joy.","and he ran, and fell on his neck, and kissed him, and wept, and wept.","But Esau came running and fell in his arms and ran upon his neck and kissed Jacob and wept, for they wept for joy.",,0.084162146,-0.005107075,0.8928932,0.7540605,0.7301157,0.5550011,0.86645633,0.5514409,0,0.0,1.0,1,0,0.0,1.0,1,0,0.0,0.0,0,0,0.0,1.0,1
